school_code|school_name|district|block|clustor
29200304302|LOURDES ENGLISH HIGH SCHOOL|BANGALORE|SOUTH4|BABUSAPALYA
29200304303|MARUTHI VIDYALAYA|BANGALORE|SOUTH4|BABUSAPALYA
29200304304|ST VINCENTPALLOTY SCHOOL|BANGALORE|SOUTH4|BABUSAPALYA
29200304401|BRIGHT ENGLISH HIGH SCHOOL|BANGALORE|SOUTH4|ASWATHANAGARA
29200304501|H.P.NEWTON PUBLIC SCHOOL|BANGALORE|SOUTH4|SARAI PALYA
29200304502|SONIYA ENGLISH HIGH SCHOOL|BANGALORE|SOUTH4|SARAI PALYA
29200304901|GHS, BIDARAHALLI|BANGALORE|SOUTH4|BIDARA HALLI
29200304902|SRI CHENNAKESHAVA HIGH SCHOOL|BANGALORE|SOUTH4|BIDARA HALLI
29200305501|DIAMOND PU COLLEGE FOR BOYS AND GIRLS|BANGALORE|SOUTH4|KITHIGANUR
29200305601|M.T.M. HIGH SCHOOL|BANGALORE|SOUTH4|VARANASI
29200305701|CRIST GLOBAL RESIDENTIAL SCHOOL|BANGALORE|SOUTH4|HALEHALLI
29200305801|LAKE MONTFORT HIGH SCHOOL|BANGALORE|SOUTH4|KURUDU SONNENA HALLI
29200305802|LAKE MONTFORT COMP PU COLLEGE|BANGALORE|SOUTH4|KURUDU SONNENA HALLI
29200306001|S.M.E.T. VIDYANIKETHAN ENGLISH SCHOOL|BANGALORE|SOUTH4|AVALA HALLI
29200306002|JAMES ENGLISH SCHOOL|BANGALORE|SOUTH4|AVALA HALLI
29200306003|SREE MAHALAKSHMI VENKATESHWARA ENGLISH HIGH SCHOOL|BANGALORE|SOUTH4|AVALA HALLI
29200306201|GHS DODDABANAHALLI|BANGALORE|SOUTH4|DODDABANA HALLI
29200306501|AUXILIUM HPS BANDAPURA|BANGALORE|SOUTH4|BANDAPURA
29200307501|NEW BALDWIN INTERNATIONAL RESIDENTIAL SCHOOL|BANGALORE|SOUTH4|MANDUR
29200307502|NEW BALDWIN INDEPENDENT PU COLLEGE|BANGALORE|SOUTH4|MANDUR
29200307601|GHS, JYOTHIPURA|BANGALORE|SOUTH4|JOTHIPURA
29200308101|HILAL HIGH SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308102|JUBLEE SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308103|EDITH DOUGLAS SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308104|ASHRAYA ENGLISH HIGH SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308105|SRI GAYATHRI HIGH SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308106|LITTLE ROSE HIGH SCHOOL|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308107|BETHEL PUBLIC SCHOOL VIJINAPURA|BANGALORE|SOUTH4|VIJINAPURA (29-33)
29200308201|ST.GEORGE HIGH SCHOOL|BANGALORE|SOUTH4|ANAGALAPURA
29200308301|ST.THERESA BACQ SECONDARY SCHOOL|BANGALORE|SOUTH4|BYRATHI
29200308501|LAL BAHADUR SHASTRI ENGLISH SCHOOL|BANGALORE|SOUTH4|RAMPURA
29200308701|VEERABHADRA HIGH SCHOOL|BANGALORE|SOUTH4|DODDA GUBBI
29200912001|AMC AMERICAN PU COLLEGE|BANGALORE|SOUTH3|KALKERE
29210100501|G HS YELEKYATHANAHALLI|BANGALORE RURAL|NELAMANGALA|YELEKYATHANAHALLI
29210100801|SRI MANJUNATHA HS MARALAKUNTE|BANGALORE RURAL|NELAMANGALA|MARALAKUNTE
29210101301|DR.AMBEDKAR HS HEGGUNDA|BANGALORE RURAL|NELAMANGALA|HEGGUNDA
29210101501|SRI ATHMARAMA HS NARASIPURA|BANGALORE RURAL|NELAMANGALA|NARASIPURA
29210101701|G HS DEVARAHOSAHALLI|BANGALORE RURAL|NELAMANGALA|DEVARAHOSAHALLI
29210102901|SRI MADAKARI HS NIDAVANDA|BANGALORE RURAL|NELAMANGALA|NIDAVANDA
29210103201|CVG RURAL HS DABASPET|BANGALORE RURAL|NELAMANGALA|SOMPURA
29210103202|GEETHA ENGLISH HS DABASPET|BANGALORE RURAL|NELAMANGALA|SOMPURA
29210103203|CVG COMPOSITE PU COLLEGE, DABASPET, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|SOMPURA
29210103204|SHUTTARIA PRE-UNIVERSITY COLLEGE|BANGALORE RURAL|NELAMANGALA|SOMPURA
29210104701|SRI  RVK HS BILLANAKOTE|BANGALORE RURAL|NELAMANGALA|BILLANAKOTE
29210105001|SRI SHIVAGANGA HS SHIVAGANGE|BANGALORE RURAL|NELAMANGALA|SHIVAGANGE
29210105002|SRI SHIVAGANGE COMPOSITE PU COLLEGE, SHIVAGANGE, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|SHIVAGANGE
29210105501|SRI VISHWARADHYA DESHIKENDRA RURAL HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|KAMBALU
29210106001|G CHS MARAGONDANAHALLI|BANGALORE RURAL|NELAMANGALA|MARAGONDANAHALLI
29210107501|G HS MANNE|BANGALORE RURAL|NELAMANGALA|MANNE
29210109001|G CHS DODDABELE|BANGALORE RURAL|NELAMANGALA|DODDABELE
29210109601|G HS BYRANAYAKANAHALLI|BANGALORE RURAL|NELAMANGALA|BHYRANAYAKANAHALLI
29210110301|G PUC THYAMAGONDLU|BANGALORE RURAL|NELAMANGALA|THYAMAGONDLU
29210110302|TKKMHSG  HS THYAMAGONDLU|BANGALORE RURAL|NELAMANGALA|THYAMAGONDLU
29210110303|GOVERNMENT PU COLLEGE, THYAMAGONDLU, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|THYAMAGONDLU
29210111201|SRI JAGADGURU REVANASIDDESHWARA RURAL HS KULUVANAHALLI|BANGALORE RURAL|NELAMANGALA|KULUVANAHALLI
29210111501|SLN  HS AREBOMMANAHALLI|BANGALORE RURAL|NELAMANGALA|AREBOMMANAHALLI
29210113101|SRI KARITHIMMARAYASWAMI HS T.BEGURU|BANGALORE RURAL|NELAMANGALA|T. BEGURU
29210113501|G CHS BARADI MANDIGERE|BANGALORE RURAL|NELAMANGALA|MANDIGERE
29210114001|SRI BYLANJANEYASWAMI HS BHYRASHETTIHALLI|BANGALORE RURAL|NELAMANGALA|BHYRASHETTIHALLI
29210114002|SREE BYLANJENAIAHSWAMY COMPOSITE PU COLLEGE, BYRASHETTIHALLI, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|BHYRASHETTIHALLI
29210115201|THOMAS MEMORIAL ENGLISH HS VAJARAHALLI|BANGALORE RURAL|NELAMANGALA|VAJARAHALLI
29210115301|SRI MARUTHI HS ARISINAKUNTE|BANGALORE RURAL|NELAMANGALA|ARISINAKUNTE
29210115302|KANVA PUBLIC HS ARISINAKUNTE|BANGALORE RURAL|NELAMANGALA|ARISINAKUNTE
29210115303|KANVA COMPOSITE PRE-UNIVERSITY COLLEGE|BANGALORE RURAL|NELAMANGALA|ARISINAKUNTE
29210115701|SRI SHARADA VIDYAMANDIRA HS BASAVANAHALLI|BANGALORE RURAL|NELAMANGALA|BASAVANAHALLI
29210116601|SRI YOGANARASIMHASWAMI RES. HS MADALAKOTE|BANGALORE RURAL|NELAMANGALA|MADALAKOTE
29210118801|G HS YANTAGANAHALLI|BANGALORE RURAL|NELAMANGALA|YANTAGANAHALLI
29210118802|GOVERNMENT PU COLLEGE, YANTAGANAHALLI, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|YANTAGANAHALLI
29210120001|G HS SOLADEVANAHALLI|BANGALORE RURAL|NELAMANGALA|SOLADEVANAHALLI
29210120801|G PUC NELAMANGALA TOWN|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120802|SRI MANJUNATHA GIRLS HS -SRI SIDDAGANGA BRANCH,NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120803|SRI SRINIVASA MEMORIAL HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120804|VISHAL ENGLISH HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120805|SRI BHYRAVESHWARA HS  NELMAMGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120806|VIJAYA HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120807|VINNAYAKA VIDYANIKETHANA NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120808|SRI BASAVESHWARA ENGLISH HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120809|SUNRISE ENGLISH HS  NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120810|PRIYADARSHINI HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120811|EBENEZER ST. THOMAS ENGLISH HS NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120812|JNANAVAHINI VIDYAKENDRA NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120813|SRI BASAVESHWARA WOMENS PU COLLEGE, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120814|GOVERNMENT PU COLLEGE, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120815|PRIYADARSHINI PU COLLEGE, SUBASHNAGAR, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120816|SRI MURALI PU COLLEGE, SUBASHNAGAR, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120817|SRI BASAVESHWARA PU COLLEGE, GANESHGUDI, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120818|DIVYA JYOTHI PU COLLEGE, CHIKKANNA LAYOUT, NELAMANGALA|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120819|M E S PUBLIC HIGH SCHOOL|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120821|MAGADI KEMPEGOWDA VIDYALAYA (R) HIGH SCHOOL|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120822|B P INDIAN HIGH SCHOOL|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120823|SRI SIDDALINGESWARASECONDARY SCHOOL|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120824|G JC THYAMAGONDLU|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210120825|SRI BYRAVESWARA HIGH SCHOOL|BANGALORE RURAL|NELAMANGALA|NELAMANGALA TOWN
29210200501|SRI ARAVINDA HS AROODI|BANGALORE RURAL|DODDABALLAPURA|AROODI
29210200901|G CHS HOSAHALLI|BANGALORE RURAL|DODDABALLAPURA|HOSAHALLI
29210201601|SRI THONTADARYA HS KHANI MUTT, SONNENAHALLI|BANGALORE RURAL|DODDABALLAPURA|SONNENAHALLI
29240606807|LITTLE FLOWER PUC, KINNIGOLI (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|TALIPADY
29240606901|IDEAL E.M. HS, SHIBRIKERE|DAKSHINA KANNADA|MANGALORE TALUK|THENKA YEDAPADAVU
29240606902|SWAMI VIVEKANANDA PUC YEDAPADAV|DAKSHINA KANNADA|MANGALORE TALUK|THENKA YEDAPADAVU
29240606903|SWAMI VIVEKANANDA PUC, YEDAPADAV (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|THENKA YEDAPADAVU
29240607101|ST. ANTONY HS, CUTINHO PADAVU|DAKSHINA KANNADA|MANGALORE TALUK|ULAIBETTU
29240607301|GOVT. COMPOSITE HS, JOKATTE|DAKSHINA KANNADA|MANGALORE TALUK|62-THOKUR JOKATTE
29240607302|ANJUMAN COMPOSITE PUC, JOKATTE|DAKSHINA KANNADA|MANGALORE TALUK|62-THOKUR JOKATTE
29240607304|ANJUMAN PUC, JOKATTE (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|62-THOKUR JOKATTE
29240607401|DR. M. RAMANNA SHETTY MEM HS, THOKUR|DAKSHINA KANNADA|MANGALORE TALUK|10TH THOKUR
29240607501|MEDELINE HS, MULKY|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607502|KS RAO MEMORIAL GOVT. COMPOSITE HS, CHITRAPU|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607503|CSI E.M. HS, KARNAD|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607504|CSI HS, KARNAD|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607505|SHREE NARAYANA GURU COMP PRE-UNIVERSITY COLLEGE MULKI|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607506|GPUC, MULKY|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607507|MORARJI DESAI RESI. SCHOOL, MULKY|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607508|GPUC, MULKY (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607509|VIJAYA PUC, MULKY (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607510|NARAYANA GURU PUC, MULKY (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607511|MCT E.M. HS, MULKY|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607512|GHS, K.S. RAO NAGARA (RMSA)|DAKSHINA KANNADA|MANGALORE TALUK|MULKY (TP)
29240607601|B.M. HS, ULLALA|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607602|BHARATH HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607603|NITHYADAR HS, PERMANNUR|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607604|ST. SEBASTIANS HS, PERMANNUR|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607605|GHS, MELANGADY (URDU)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607606|GHS, PERMANNUR|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607608|HIRA GIRLS HS, BABBUKATTE|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607609|B.M.EM HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607610|BHARATHI E.M HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607611|HAZRATH S.M. GIRLS HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607612|ISLAHI HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607613|TIPPU SULTHAN HS, KOTEPURA|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607614|HAZRATH S.M. E.M. HS, ULLAL|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607615|SAYYAD MADANI HS, HALEKOTE|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607616|MADANI PUC, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607617|TIPPU SULTHAN PUC, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607618|BHARATH PUC, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607619|ST. SEBESTIAN PUC, PERMANNUR (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607620|ISLAMIC WOMENS PUC, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607621|ISLAHI PUC FOR WOMEN, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607622|HAZRATH PUC, ULLAL (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607623|MADANI HS, ALEKALA|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607624|SEYYED MADANI HS, PERMANNUR|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607625|ST. SEBESTIAN E.M. HS, PERMANNUR|DAKSHINA KANNADA|MANGALORE TALUK|ULLALA (TP)
29240607701|KREC HS, SRINIVAS NAGAR|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-1
29240607702|KREC E.M. HS, SHRINIVAS NAGAR|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-1
29240607704|VIDYADAYINI E.M. HS, SURATHKAL|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-1
29240607801|SRI MAHALINGESHWARA EM HS, IDDYA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-2
29240607802|ANJUMAN E.M. HS, MUKKA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-2
29240607901|NARAYAN GURU E.M. HS, KATIPALLA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-3
29240607902|NOORUL HUDA GIRLS HS, KATIPALLA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-3
29240607903|NOORUL HUDA E.M. HS, KATIPALLA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-3
29240607906|SHRI NARAYANA GURU COMPOSITE PUC, KATIPALLA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-3
29240607907|SHRI NARAYANA GURU PUC, KATIPALLA (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-3
29240608002|AL-BADRIYA E.M. HS, KATIPALLA-7|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-4
29240608003|GPUC, KATIPALLA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-4
29240608004|GHS, KRISHNAPURA- 5TH BLOCK|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-4
29240608005|GPUC, KATIPALLA (PUC)|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-4
29240608101|SIRATHE E-MUSTEEOM E.M HS|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-5
29240608102|JAMIYA HS, CHOKKABETTU|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-5
29240608301|VIDYADAYINEE HS, SURATHKAL|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-7
29240608302|HOLY FAMILY E.M. HS, SURATHKAL|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-7
29240608303|GOVINDA DASA PUC, SURATHKAL|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-7
29240608304|QILRIYA E.M. HS SURATHKAL|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-7
29240608501|GHS, CHITHRAPURA|DAKSHINA KANNADA|MANGALORE TALUK|WARD NO-9
29111414501|B K GUPTA HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 7
29111414502|SANJEEVINI P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 7
29111414503|SJM GIRLS P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 7
29111414504|LAXMAN NAIK P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 7
29111414601|ANGLO URDU HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 8
29111415401|BASAVESHWAR HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 16
29111415501|JAGADGURU MOUNESHWAR HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 17
29111415502|SIDDESHWAR RURAL HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 17
29111416002|LMGES LIONS HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 22
29111416101|VIDYACHETAN HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 23
29111416102|DOLPHIN ENG MEDM HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 23
29111416301|RAJARAJESHWAR PU COLLEGE RANEBENNUR(8-10)|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 25
29111416302|RAJARAJESHWAR PU COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 25
29111416401|BAJSS HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 26
29111416402|DEVIK ENGLISH HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 26
29111416403|DEVIKA COMP PU COLLEGE RANEBENNUR(8-12)|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 26
29111416404|BAJSS PU COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 26
29111416405|NR SANKETH PU COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 26
29111416601|NAGANANDESHWAR HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 28
29111416602|GOVT P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 28
29111416701|GOVT HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 29
29111416702|REUKA YALLAMMA  BLIND & DEAF RES SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 29
29111416801|MUNCIPAL BOYS HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 30
29111416802|MUNACIPAL GILRSS HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 30
29111416803|RTES PU COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 30
29111416901|DR B R AMBEDKAR HIGH SCHOOL RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 31
29111416902|BAJSS PU COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 31
29111416903|SOMANI SIDDAPPA P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 31
29111416904|STJ P U COLLEGE RANEBENNUR|HAVERI|RANNEBENNUR|RANEBENNUR WARD NO 31
29111417001|ADIITYA BIRLA PUBLIC HIGH SCHOOL KUMARAPATNAM|HAVERI|RANNEBENNUR|KUMARAPATNAM
29111417002|POLIFIBERS PU COLLEGE KUMARAPATNAM|HAVERI|RANNEBENNUR|KUMARAPATNAM
29111601201|SSSH HIGH SCHOOL DOMBARMATTUR|HAVERI|SAVANUR|DOMBEVAMATTUR
29111601601|GOVT HIGH SCHOOL HALEMANNANGI|HAVERI|SAVANUR|HALEMANNANGI
29111601701|SFD GOVT HIGH SCHOOL  HATTIMATTUR|HAVERI|SAVANUR|HATTIMATTUR
29111601702|GOVT PU COLLEGE HATTIMATTUR|HAVERI|SAVANUR|HATTIMATTUR
29111601801|GOVT HIGH SCHOOL HESARUR|HAVERI|SAVANUR|HESARUR
29111602101|TMAES HIGH SCHOOL HIREMUGADUR|HAVERI|SAVANUR|HIREMUGUDUR
29111602301|GOVT HIGH SCHOOL HOSALLI|HAVERI|SAVANUR|HOSAHALLI
29111602701|JANATA HIGH SCHOOL HURALIKUPPI|HAVERI|SAVANUR|HURLIKUPPI
29111602801|SGR HIGH SCHOOL HUVINSHIGLI|HAVERI|SAVANUR|HUVINASHIGLI
29111602802|GOVT HIGH SCHOOL HUVINASHIGLI|HAVERI|SAVANUR|HUVINASHIGLI
29111603001|GOVT HIGH SCHOOL ICHCHANGI|HAVERI|SAVANUR|ICHHANGI
29111603101|GOVT HIGH SCHOOL JALLAPUR|HAVERI|SAVANUR|JALLAPUR
29111603401|LEBERAL HIGH SCHOOL KADAKOL|HAVERI|SAVANUR|KADKOL
29111603901|PATIL GOVT HIGH SCHOOL KALASUR|HAVERI|SAVANUR|KALSUR
29111604002|GOVT URDU HIGH SCHOOL KARADAGI|HAVERI|SAVANUR|KARADAGI
29111604003|VEERABHADRESHWAR HIGH SCHOOL KARADAGI|HAVERI|SAVANUR|KARADAGI
29111604004|VEERABHADRESHWAR  PU COLLEGE KARADAGI|HAVERI|SAVANUR|KARADAGI
29111604201|GOVT HIGH SCHOOL  KUNIMELLIHALLI|HAVERI|SAVANUR|KUNIMELLIHALLI
29111604202|GOVT PU COLLEGE KUNIMELLIHALLI|HAVERI|SAVANUR|KUNIMELLIHALLI
29111604901|GOVT HIGH SCHOOL MANTRODI|HAVERI|SAVANUR|MANTARAWADI
29111605801|GOVT HIGH SCHOOL SHIRABADAGI|HAVERI|SAVANUR|SHIRABADAGI
29111606201|HMNN HIGH SCHOOL TEVARMELLIHALLI|HAVERI|SAVANUR|TAVARAMALLIHALLI
29111606501|JG RAJENDRA HIGH SCHOOL YALAVIGI|HAVERI|SAVANUR|YALAVAGI
29111607301|HLV ENGLISH HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 2
29111607401|VIDYABHARATI HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 3
29111607402|RACHOTESHWAR HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 3
29111607403|GOVT GIRLS HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 3
29111607501|GOVT MAJID HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 4
29111607502|GOVT MAJID P U COLLEGE SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 4
29111607503|GOVT GIRLS P U COLLEGE SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 4
29111608801|MORARJI DESI RESIDENTIAL HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 17
29111609301|SBES HIGH SCHOOL SAVANUR|HAVERI|SAVANUR|SAVANUR WARD NO 22
29111700201|VEERABHADRESHWAR HIGH SCHOOL ANDALAGI|HAVERI|SHIGGOAN|ANDALAGI
29111700301|SWAMI VIVEKANAND HIGH SCHOOL ARTAL DUNDASHI|HAVERI|SHIGGOAN|ARTAL
29111700401|GOVT HIGH SCHOOL ATTIGERI|HAVERI|SHIGGOAN|ATTIGERI
29111700801|GOVT HIGH SCHOOL BANNUR|HAVERI|SHIGGOAN|BANNUR
29111700901|GOVT HIGH SCHOOL BASAVANAL|HAVERI|SHIGGOAN|BASAVANAL
29111701401|GOVT HIGH SCHOOL CHANDAPUR|HAVERI|SHIGGOAN|CHANDAPUR
29191303802|MORARJI HIGH SCHOOL, KAMSAMUDRA|KOLAR|K G F|KAMASAMUDRA
29191303803|GOVT. PU COLLEGE (11-12)|KOLAR|K G F|KAMASAMUDRA
29191305601|MYSORE MINE HIGH SCHOOL|KOLAR|K G F|MARIKUPPA
29191307601|GOVT. HIGH SCHOOL THOPPANAHALLI|KOLAR|K G F|THOPPANAHALLI
29191308301|BEML COMP. PU COLLEGE (8-10)|KOLAR|K G F|WARD1(BEML NAGAR)
29191308302|LITTLE FLOWERS HIGH SCHOOL|KOLAR|K G F|WARD1(BEML NAGAR)
29191308303|KENDRIYA VIDYALAYA|KOLAR|K G F|WARD1(BEML NAGAR)
