    
 Bangalore Rural | Hoskote       | Tavarekere       |447| G.H.P.S.Doddanallala
 Dharwad         | Kalghatgi     | Devikoppa        |179| G.H.P.S. Sangatikoppa
 Dharwad         | Kalghatgi     | Muthagi          |487| G.H.P.S.Begur  
 Ramnagara      | Kanakapura    | Banavasi         |79| G.H.P.S. Kadujakkasandra
 Ramnagara      | Kanakapura    | Erandyapanahalli |87| G.H.P.S. Kebbare
 Bangalore Rural | Hoskote       | Tavarekere       |445| G.H.P.S.Hettakki
 Dharwad         | Kalghatgi     | Muthagi          |482| G.H.P.S.Gambyapura
 Ramnagara      | Kanakapura    | Kodihalli        |7| G.H.P.S. Hosadurga
 Bangalore Rural | Hoskote       | Kalkunte         |195| G.H.P.S.Kalkunte
 Bangalore Rural | Hoskote       | Nandagudi        |464| G.H.P.S.Hindiganahalli
 Dharwad         | Kalghatgi     | Mishrikoti       |129| G.H.P.S. Mishrikoti (KGS)  
 Bangalore Rural | Hoskote       | Nelavagilu       |455| G.H.P.S.Siddanahalli
 Dharwad         | Kalghatgi     | Ganjigatti       |160| G.H.P.S. Naganur
 Bangalore Rural | Hoskote       | Nandagudi        |459| G.H.P.S.Nandagudi
 Bangalore       | Anekal        | Hennagara        |318| Yarandanahalli
 Ramnagara      | Kanakapura    | Anedoddi         |41| G.H.P.S. Anedoddi
 Ramnagara      | Kanakapura    | Cheeluru         |13| G.H.P.S. Paduvanagere
 Chikballapur    | Gauribidnur   | Namagondlu       |285| G.H.P.S.Jarabandahalli
 Ramnagara      | Kanakapura    | Banavasi         |48| G.H.P.S. Biliganakuppe
 Ramnagara      | Kanakapura    | Erandyapanahalli |30| G.H.P.S. Kadushivanahalli
 Dharwad         | Kalghatgi     | Mukkal           |137| G.H.P.S. Hunasikatti
 Ramnagara      | Kanakapura    | Hunasanahalli    |19| G.H.P.S. Bannimukodulu
 Bangalore Rural | Hoskote       | Shivanapura      |437| G.H.P.S.Kembaliganahalli
 Bangalore       | Anekal        | Hennagara        |317| Margondanahalli
 Ramnagara      | Kanakapura    | Narayanapura     |33| G.H.P.S. Narayanapura
 Dharwad         | Kalghatgi     | Kudalagi         |155| G.H.P.S. Sulikatti
 Ramnagara      | Kanakapura    | Thungani         |115| G.H.P.S. Thokasandra
 Chikballapur    | Gauribidnur   | Thondebhavi      |292| G.H.P.S.Thondebhavi Railway Station
 Bangalore Rural | Hoskote       | Bendiganahalli   |251| G.H.P.S.Bhavapura
 Bangalore Rural | Hoskote       | Nandagudi        |462| G.H.P.S.E Hosahalli
 Dharwad         | Kalghatgi     | Devikoppa        |508| G.H.P.S.Devikoppa  
 Ramnagara      | Kanakapura    | Athihalli        |2| G.H.P.S. Atthihalli
 Bangalore       | Anekal        | Hennagara        |319| Vabsandra
 Bangalore Rural | Hoskote       | Alappanahalli    |245| G.H.P.S.Sonnahallipura
 Dharwad         | Kalghatgi     | Dastikoppa       |477| G.H.P.S.H-Somanakoppa
 Dharwad         | Kalghatgi     | Hulkoppa         |486| G.H.P.S.Hulakoppa-DPEP
 Bangalore       | Anekal        | Bannerghatta     |303| G.H.P.S.Kanayakana agrahara
 Bangalore Rural | Hoskote       | Samethanahalli   |202| G.H.P.S.Samethanahalli
 Ramnagara      | Kanakapura    | Banavasi         |59| G.H.P.S. Dyavasandra
 Dharwad         | Kalghatgi     | Devikoppa        |509| G.H.P.S.DevikoppaJP
 Ramnagara      | Kanakapura    | Maralavadi       |81| G.H.P.S. Kallanakuppe
 Chikballapur    | Gauribidnur   | Manchenahalli    |282| G.H.P.S.Rayanakallu
 Bangalore Rural | Hoskote       | Begur            |214| G.H.P.S.Begur
 Bangalore Rural | Hoskote       | Hosakote         |1056| KGKBMS Hoskote
 Bangalore Rural | Hoskote       | Samethanahalli   |207| G.H.P.S.Bodhenahosahalli
 Dharwad         | Kalghatgi     | Dhummavada       |525| G.H.P.S.B-Gudihal
 Chikballapur    | Chikballapur  | SreeRampura      |279| G.H.P.S.Srirampura
 Ramnagara      | Kanakapura    | Doddamuduvadi    |96| G.H.P.S. Kottagalu
 Bangalore       | Anekal        | Bannerghatta     |301| G.H.P.S.Bayatarayanapura
 Dharwad         | Kalghatgi     | Mishrikoti       |131| G.H.P.S. Kadanakoppa
 Ramnagara      | Kanakapura    | Doddamuduvadi    |66| G.H.P.S. Gollahalli
 Ramnagara      | Kanakapura    | Hunasanahalli    |10| G.H.P.S. Hunasanahalli
 Dharwad         | Kalghatgi     | Hulkoppa         |186| G.H.P.S. Neerasagar
 Ramnagara      | Kanakapura    | Halasuru         |12| G.H.P.S. Kadahalli
 Bangalore       | Anekal        | Haragadde        |311| Jigani
 Ramnagara      | Kanakapura    | Doddamuduvadi    |104| G.H.P.S. Picchanakere
 Bangalore South | HAL           | HAL II Stage     |571| G.H.P.S Vimanapura
 Bangalore       | Anekal        | Bannerghatta     |304| G.H.P.S.Mantapa
 Dharwad         | Kalghatgi     | Ganjigatti       |504| G.H.P.S.Bogenagarakoppa
 Bangalore Rural | Hoskote       | Begur            |218| G.H.P.S.M Satyavara
 Dharwad         | Kalghatgi     | Dastikoppa       |476| G.H.P.S.Belavantara
 Ramnagara      | Kanakapura    | Shivanahalli     |34| G.H.P.S. Shivanahalli
 Chikballapur    | Chikballapur  | Muddenahalli     |275| G.H.P.S.Mylapanahalli
 Dharwad         | Kalghatgi     | Mishrikoti       |466| G.U.P.S.Mishrikoti
 Ramnagara      | Kanakapura    | Banavasi         |37| G.H.P.S. A.Rampura
 Ramnagara      | Kanakapura    | Sathanuru        |50| G.H.P.S. Chikkahalli
 Chikballapur    | Chikballapur  | Nandi            |274| G.H.P.S.Kolavanahalli
 Ramnagara      | Kanakapura    | Narayanapura     |99| G.H.P.S. Mavathur
 Chikballapur    | Chikballapur  | SreeRampura      |267| G.H.P.S.Doddamarale
 Chikballapur    | Chikballapur  | Poshettihalli    |294| G.H.P.S.Balkuntahalli
